modele,date_loc,info
"['VolkswagenBora2.0prix initial : 980', '', '                              950 €  ']",,
"['DaihatsuCuore1.0', '', '                              650 €  ']",,
"['VolkswagenGolf2.0prix initial : 29 000', '', '                              28 000 €  ']",,
"['VolkswagenTransporterT41.9', '', '                              4 500 €  ']",,
"['VolkswagenTransporterT42.5prix initial : 17 000', '', '                              13 850 €  ']",,
"['VolkswagenTransporterT4prix initial : 16 500', '', '                              13 500 €  ']",,
"['VolkswagenGolfR2.04MOTIONprix initial : 27 000', '', '                              22 500 €  ']",,
"['HondaJazz1.3prix initial : 1 450', '', '                              1 300 €  ']",,
"['VolkswagenTransporterT52.0prix initial : 14 999', '', '                              14 100 €  ']",,
"['VolkswagenLupoprix initial : 1 750', '', '                              1 650 €  ']",,
"['AudiA4 avant1.8AMBIENTE', '', '                              7 500 €  ']",,
"['HondaJazz', '', '                              1 380 €  ']",,
"['VolkswagenGolfGti1.6sponsorisée', '', '                              NC  ']", 17.11.2023 ITALIEDétail,ESSENCE259 000 Km1982MANUELLE67015DEVIS ASSURANCEVENDEZ
"['MercedesClasse c breakC 220', '', '                              6 680 €  ']",,
"['MercedesClasse cC 220', '', '                              6 680 €  ']",,
"['MiniCabrioJohn cooper works2.0', '', '                              24 200 €  ']",,
"['AudiA41.6', '', '                              4 500 €  ']",,
"['CitroenJumpyprix initial : 11 800', '', '                              10 500 €  ']",,
"['AudiA6S6V10 5.2prix initial : 11 700', '', '                              11 000 €  ']",,
"['AudiA41.6', '', '                              4 200 €  ']",,
"['SeatIbiza1.4FRESH', '', '                              1 350 €  ']",,
"['SkodaOctavia', '', '                              12 500 €  ']",,
"['SkodaOctavia combi', '', '                              12 500 €  ']",,
"['BmwSerie 11182.0', '', '                              5 500 €  ']",,
"['HyundaiIoniq 5', '', '                              38 250 €  ']",,
"['Peugeot307 cc2.0', '', '                              3 950 €  ']",,
"['FordPumaSt1.0ST LINE X', '', '                              28 000 €  ']",,
"['AudiA4prix initial : 11 250', '', '                              10 000 €  ']",,
"['MercedesClasse glGl 320prix initial : 12 500', '', '                              10 999 €  ']",,
"['CorvetteC3prix initial : 20 000', '', '                              19 900 €  ']",,
"['AudiA4 avant1.8AMBIENTE', '', '                              7 200 €  ']",,
"['BmwSerie 3 touringM340i xdrive', '', '                              84 900 €  ']",,
"['ToyotaYaris', '', '                              3 799 €  ']",,
"['AudiQ5Sq5V6 3.0QUATTRO', '', '                              48 990 €  ']",,
"['AudiQ32.0', '', '                              31 499 €  ']",,
"['AudiQ335 tfsi1.5S LINE', '', '                              26 990 €  ']",,
"['FordRangerWildtrakWILDTRAK4X4', '', '                              38 990 €  ']",,
"['FordKuga1.5ST LINE', '', '                              21 990 €  ']", 14.11.2023 ALLEMAGNEDétail,ESSENCE42 951 Km2018AUTOMATIQUE17459DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['Mazda51.8', '', '                              11 990 €  ']",,
"['NissanMicra1.2CONFORT', '', '                              10 990 €  ']",,
"['Peugeot50081.6ALLUREprix initial : 22 990', '', '                              22 490 €  ']",,
"['Lada1200', '', '                              7 490 €  ']",,
"['SkodaOctavia combiRs2.0', '', '                              34 590 €  ']",,
"['JeepWranglerUnlimited2.0RUBICON', '', '                              74 990 €  ']",,
"['Porsche911 991Carrera 43.0', '', '                              95 990 €  ']",,
"['Porsche911 cabriolet 991Carrera 4 gts', '', '                              139 000 €  ']",,
"['VolkswagenTouaregRV6 3.0R LINE4MOTION', '', '                              87 900 €  ']",,
"['VolkswagenTouaregRV6 3.0R LINE4MOTION', '', '                              69 190 €  ']",,
"['VolkswagenCaravelle2.0', '', '                              39 990 €  ']",,
"['MercedesViano', '', '                              13 990 €  ']",,
"['MercedesVito mixto4MATIC', '', '                              39 990 €  ']",,
"['MercedesCla shooting brakeCla 220', '', '                              26 990 €  ']",,
"['MercedesClasse aA 2502.0', '', '                              29 990 €  ']",,
"['VolkswagenTransporterT62.04MOTION', '', '                              28 548 €  ']",,
"['VolkswagenTouaregRV6 3.0BLACK4MOTION', '', '                              45 190 €  ']",,
"['BmwX4Xdrive 20iM SPORT', '', '                              62 990 €  ']",,
"['BmwSerie 4M43.0prix initial : 99 000', '', '                              95 900 €  ']",,
"['Man truckMan tge', '', '                              40 460 €  ']",,
"['MercedesClasse e', '', '                              11 800 €  ']",,
"['ToyotaYarisprix initial : 3 799', '', '                              3 599 €  ']",,
"['RenaultKadjar1.3LIMITED', '', '                              15 999 €  ']",,
"['CitroenC6prix initial : 4 000', '', '                              2 999 €  ']",,
"['VolkswagenPassat variant2.0HIGHLINEprix initial : 17 950', '', '                              16 250 €  ']", 29.06.2023 ALLEMAGNEDétail,DIESEL140 900 Km2017MANUELLE17449DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['VolkswagenCaddy utilitaire2.0', '', '                              13 500 €  ']",,
"['VolkswagenCaddy maxi2.0', '', '                              13 500 €  ']",,
"['KiaE-niro', '', '                              30 000 €  ']",,
"['KiaCeedGt1.6GTprix initial : 14 650', '', '                              13 950 €  ']",,
"['VolkswagenTransporterT5', '', '                              12 750 €  ']",,
"['BmwSerie 3 cabriolet328prix initial : 12 400', '', '                              12 600 €  ']",,
"['Mazda52.0prix initial : 3 800', '', '                              3 500 €  ']",,
"['HyundaiTucson1.6INTRO EDITION', '', '                              16 800 €  ']",,
"['OpelZafira tourer2.0ON', '', '                              11 950 €  ']",,
"['VolvoV40D22.0INSCRIPTIONprix initial : 10 000', '', '                              9 499 €  ']",,
"['Peugeot2081.2ACTIVE', '', '                              8 450 €  ']",,
"['ToyotaYaris1.0CONFORT', '', '                              11 850 €  ']",,
"['Peugeot308 societe', '', '                              3 999 €  ']",,
"['BmwSerie 4435i xdriveM SPORTprix initial : 39 999', '', '                              37 999 €  ']",,
"['Peugeot308', '', '                              3 999 €  ']",,
"['OpelRekord', '', '                              9 990 €  ']",,
"['SkodaOctavia1.8STYLE4X4prix initial : 19 750', '', '                              21 950 €  ']",,
"['VolkswagenGolfGtd2.0', '', '                              15 950 €  ']",,
"['HondaCivic1.6', '', '                              3 000 €  ']",,
"['SkodaFabia', '', '                              999 €  ']",,
"['Peugeot207', '', '                              1 600 €  ']",,
"['Peugeot2071.4URBAN MOVE', '', '                              2 000 €  ']",,
"['BmwSerie 3M3 competition', '', '                              NC  ']",,
"['BmwSerie 3 cabriolet335', '', '                              19 900 €  ']",,
"['MercedesClasse e coupeE 350', '', '                              12 900 €  ']", 25.08.2023 ALLEMAGNEDétail,ESSENCE159 000 Km2011AUTOMATIQUE17454DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['BmwSerie 3 touring318prix initial : 6 000', '', '                              5 800 €  ']",,
"['BmwSerie 3320d xdrive2.0LUXURYprix initial : 34 950', '', '                              32 400 €  ']",,
"['BmwSerie 5 touring530d xdriveprix initial : 29 999', '', '                              27 999 €  ']",,
"['OpelVectra', '', '                              1 350 €  ']",,
"['SkodaOctavia scout2.0SCOUT', '', '                              15 680 €  ']",,
"['AudiA6 avant50 tdi3.0QUATTRO', '', '                              51 000 €  ']",,
"['OpelKarl', '', '                              6 900 €  ']",,
"['VolkswagenTransporterT5prix initial : 13 500', '', '                              11 500 €  ']",,
"['VolkswagenCaddy utilitaire2.0BASE', '', '                              38 000 €  ']",,
"['FordS-max2.0TITANIUMprix initial : 12 000', '', '                              10 999 €  ']",,
"['FordS-maxSprix initial : 12 000', '', '                              10 999 €  ']",,
"['VolkswagenPolo1.6', '', '                              4 400 €  ']",,
"['PorscheBoxsterprix initial : 9 228', '', '                              8 228 €  ']",,
"['CupraAteca2.0prix initial : 27 500', '', '                              25 500 €  ']",,
"['DaciaSandero stepwayprix initial : 12 000', '', '                              8 577 €  ']",,
"['MercedesSprinterprix initial : 9 500', '', '                              7 999 €  ']",,
"['OpelCorsa1.2SELECTION', '', '                              4 100 €  ']",,
"['AudiA3 sportback', '', '                              4 850 €  ']",,
"['AudiA3 sportback1.6AMBIENTE', '', '                              4 850 €  ']",,
"['NissanAlmera tino1.8ACENTA', '', '                              1 900 €  ']",,
"['AudiA4prix initial : 7 200', '', '                              6 990 €  ']",,
"['BmwSerie 33182.0', '', '                              15 000 €  ']",,
"['AudiA4 avantprix initial : 2 200', '', '                              2 400 €  ']",,
"['MercedesClasse eE 200', '', '                              15 600 €  ']",,
"['VolkswagenCaddy utilitaire2.0', '', '                              38 000 €  ']", 12.11.2023 ALLEMAGNEDétail,DIESEL16 000 Km2022AUTOMATIQUE17429DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['OpelMeriva', '', '                              5 900 €  ']",,
"['Trabant6010.6prix initial : 14 950', '', '                              9 500 €  ']",,
"['MercedesAmg gtV8 4.0prix initial : 105 000', '', '                              104 900 €  ']",,
"['FordS-max2.0TITANIUM Sprix initial : 12 000', '', '                              10 999 €  ']",,
"['MercedesVito1.6', '', '                              22 980 €  ']",,
"['MercedesVito1111.6prix initial : 22 980', '', '                              22 979 €  ']",,
"['ToyotaC-hr1.8LOUNGEprix initial : 18 950', '', '                              16 900 €  ']",,
"['RenaultTwingo', '', '                              2 150 €  ']",,
"['OpelVivaro', '', '                              8 800 €  ']",,
"['MitsubishiSpace star', '', '                              3 500 €  ']",,
"['FordKa', '', '                              5 000 €  ']",,
"['BmwSerie 11161.5EDITION AVANTAGE', '', '                              15 900 €  ']",,
"['PeugeotExpert', '', '                              2 500 €  ']",,
"['FordTransit custom', '', '                              16 780 €  ']",,
"['HondaCivic', '', '                              9 000 €  ']",,
"['ToyotaC-hr', '', '                              17 100 €  ']",,
"['FordTransit custom', '', '                              16 500 €  ']",,
"['MercedesCitan1.5prix initial : 11 980', '', '                              12 890 €  ']",,
"['MercedesClasse c breakC 220prix initial : 19 790', '', '                              19 590 €  ']",,
"['MercedesClasse bB 200', '', '                              26 680 €  ']",,
"['MercedesClasse cC 220', '', '                              19 590 €  ']",,
"['MercedesClasse e cabrioletE 200', '', '                              25 300 €  ']",,
"['MercedesClasse c coupeC 300AMG LINEprix initial : 28 995', '', '                              26 990 €  ']",,
"['MercedesClasse eE 2002.0', '', '                              25 300 €  ']",,
"['MercedesClasse cC 3002.0AMG LINEprix initial : 28 995', '', '                              26 990 €  ']", 14.11.2023 ALLEMAGNEDétail,ESSENCE182 000 Km2015AUTOMATIQUE17419DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['AudiA6 avantS6V10 5.0QUATTRO', '', '                              9 990 €  ']",,
"['MercedesClasse slcSlc 200', '', '                              39 800 €  ']",,
"['MercedesClasse eE 4004MATIC', '', '                              22 000 €  ']",,
"['BmwSerie 5 touring530d xdrive', '', '                              26 000 €  ']",,
"['BmwSerie 5530d xdrive', '', '                              26 000 €  ']",,
"['VolvoV70D5KINETIC', '', '                              5 200 €  ']",,
"['MercedesClasse vV 300prix initial : 77 350', '', '                              76 999 €  ']",,
"['LexusGs 300prix initial : 4 950', '', '                              4 200 €  ']",,
"['SeatLeon st1.5ST', '', '                              16 000 €  ']",,
"['ToyotaAvensis1.6TERRA', '', '                              5 650 €  ']",,
"['VolkswagenTransporterT4prix initial : 9 999', '', '                              9 800 €  ']",,
"['VolkswagenPassat2.0prix initial : 7 800', '', '                              7 350 €  ']",,
"['OpelCorsa1.0', '', '                              1 800 €  ']",,
"['VolkswagenPolo1.2TRENDLINE', '', '                              4 800 €  ']",,
"['MiniMiniOne1.6', '', '                              4 999 €  ']",,
"['VolkswagenPassat variantprix initial : 7 500', '', '                              7 350 €  ']",,
"['OpelInsignia2.0OPC LINE', '', '                              5 700 €  ']",,
"['VolkswagenPassat variant2.0CONFORTLINEprix initial : 7 500', '', '                              7 350 €  ']",,
"['VolvoC70', '', '                              5 000 €  ']",,
"['OpelInsignia sports tourer2.0SPORT', '', '                              5 700 €  ']",,
"['OpelInsignia sports tourer2.0OPC LINE', '', '                              5 700 €  ']",,
"['AudiQ5QUATTRO', '', '                              37 599 €  ']",,
"['BmwSerie 3318prix initial : 3 800', '', '                              3 600 €  ']",,
"['HyundaiSanta fe2.2PREMIUM', '', '                              20 950 €  ']",,
"['HyundaiKona1.6PREMIUMprix initial : 22 700', '', '                              21 850 €  ']", 02.10.2023 ALLEMAGNEDétail,ESSENCE32 500 Km2020AUTOMATIQUE18574DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['ToyotaYaris', '', '                              4 990 €  ']",,
"['DaciaDokker1.6', '', '                              15 950 €  ']",,
"['FordF250prix initial : 19 499', '', '                              16 999 €  ']",,
"['MercedesClasse e2.0', '', '                              9 000 €  ']",,
"['ToyotaYaris', '', '                              4 690 €  ']",,
"['NissanPathfinderV6 3.0LE4X4', '', '                              16 500 €  ']",,
"['BmwSerie 3 cabriolet320', '', '                              5 100 €  ']",,
"['VolkswagenTransporterT42.5prix initial : 13 850', '', '                              12 900 €  ']",,
"['FordTransit connect', '', '                              12 999 €  ']",,
"['DaciaLogan1.5AMBIANCE', '', '                              4 450 €  ']",,
"['DaciaLogan1.5', '', '                              4 450 €  ']",,
"['OpelAstra1.6', '', '                              1 500 €  ']",,
"['OpelAstra societe1.6', '', '                              1 500 €  ']",,
"['BmwSerie 5 touring520d xdriveSPORT', '', '                              23 950 €  ']",,
"['FordEcosport1.0ST LINEprix initial : 21 400', '', '                              21 200 €  ']",,
"['FordFiesta1.0COOLprix initial : 21 900', '', '                              21 790 €  ']",,
"['OpelInsignia1.5ELEGANCE', '', '                              22 900 €  ']",,
"['OpelCrossland x1.2ELEGANCE', '', '                              23 500 €  ']",,
"['OpelCrossland x1.2ELEGANCE', '', '                              23 000 €  ']",,
"['OpelGrandland x1.2INNOVATIONprix initial : 25 700', '', '                              24 400 €  ']",,
"['OpelGrandland x1.2prix initial : 25 950', '', '                              24 200 €  ']",,
"['FordRangerWildtrakWILDTRAK4X4prix initial : 49 990', '', '                              47 990 €  ']",,
"['MercedesVito2.14MATIC', '', '                              38 900 €  ']",,
"['OpelCombo1.2EDITIONprix initial : 28 200', '', '                              24 800 €  ']",,
"['OpelGrandland x1.2ELEGANCE', '', '                              26 300 €  ']", 09.07.2022 ALLEMAGNEDétail,ESSENCE19 700 Km2021MANUELLE17438DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['FordEcosport1.0ST LINE', '', '                              24 990 €  ']",,
"['OpelCorsa1.2EDITION', '', '                              17 900 €  ']",,
"['FordKugaCOOL & CONNECTprix initial : 28 590', '', '                              27 400 €  ']",,
"['OpelMovanoEDITIONprix initial : 37 990', '', '                              32 500 €  ']",,
"['OpelGrandland x1.6ULTIMATE', '', '                              34 900 €  ']",,
"['OpelGrandland x1.2ELEGANCEprix initial : 28 500', '', '                              25 100 €  ']",,
"['OpelCorsa1.2ELEGANCEprix initial : 17 990', '', '                              16 750 €  ']",,
"['OpelCorsa-eULTIMATE', '', '                              25 500 €  ']",,
"['OpelCrossland x1.2ELEGANCEprix initial : 24 900', '', '                              24 650 €  ']",,
"['FordTransit custom2.0TREND', '', '                              34 990 €  ']",,
"['OpelGrandland x1.2ELEGANCEprix initial : 27 900', '', '                              25 900 €  ']",,
"['OpelAstra1.6ELEGANCE', '', '                              30 990 €  ']",,
"['OpelAntara2.0COSMO4X4', '', '                              7 800 €  ']",,
"['DaciaSandero1.0prix initial : 17 500', '', '                              15 600 €  ']",,
"['OpelCorsa1.2EDITION', '', '                              19 200 €  ']",,
"['VolkswagenT-cross1.0CROSSprix initial : 19 500', '', '                              19 400 €  ']",,
"['FordBronco2.3OUTER BANKS', '', '                              63 990 €  ']",,
"['FordFiesta1.1COOL & CONNECT', '', '                              16 500 €  ']",,
"['OpelAstra1.2ELEGANCE', '', '                              29 900 €  ']",,
"['OpelInsigniaELEGANCE', '', '                              24 950 €  ']",,
"['MercedesClasse aA 45 amg s2.04MATIC', '', '                              65 900 €  ']",,
"['MercedesClasse vV 300', '', '                              81 400 €  ']",,
"['OpelGrandland x1.2GS LINE', '', '                              34 250 €  ']",,
"['OpelCrossland x1.2GS LINE', '', '                              24 990 €  ']",,
"['OpelAstra1.3ULTIMATE', '', '                              22 850 €  ']", 11.05.2023 ALLEMAGNEDétail,ESSENCE40 350 Km2020AUTOMATIQUE17438DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['MercedesClasse bB 200', '', '                              36 690 €  ']",,
"['FordKuga1.5TITANIUM4X4prix initial : 26 490', '', '                              26 300 €  ']",,
"['FordKuga1.5VIGNALE4X4', '', '                              22 990 €  ']",,
"['FordEdge2.0TITANIUM4X4prix initial : 25 990', '', '                              24 990 €  ']",,
"['OpelCrossland x1.2ULTIMATE', '', '                              26 990 €  ']",,
"['AudiA4 avant2.0AMBITIONprix initial : 10 999', '', '                              10 000 €  ']",,
"['FordFiesta1.0ACTIVEprix initial : 17 600', '', '                              17 500 €  ']",,
"['MercedesClasse c breakC 200', '', '                              4 900 €  ']",,
"['HyundaiI201.0', '', '                              20 190 €  ']",,
"['FordTransit custom2.0TRENDprix initial : 39 990', '', '                              38 800 €  ']",,
"['FordTransit custom2.0TRENDprix initial : 39 450', '', '                              35 590 €  ']",,
"['VolkswagenPassat1.8prix initial : 2 500', '', '                              2 000 €  ']",,
"['OpelMokka1.2EDITION', '', '                              22 500 €  ']",,
"['PeugeotRifter1.5ALLURE', '', '                              30 980 €  ']",,
"['OpelGrandland x1.2', '', '                              23 500 €  ']",,
"['ToyotaAygo1.0CONNECTprix initial : 11 490', '', '                              10 390 €  ']",,
"['Peugeot2081.2ACTIVE', '', '                              14 980 €  ']",,
"['IvecoDaily3.0', '', '                              62 000 €  ']",,
"['FordTourneo custom2.0TITANIUM X', '', '                              55 990 €  ']",,
"['NissanQashqai1.3N CONNECTA', '', '                              17 780 €  ']",,
"['NissanNv250CONFORT', '', '                              18 780 €  ']",,
"['FordMondeo sw2.0HYBRID', '', '                              21 700 €  ']",,
"['FordFocus societe', '', '                              26 700 €  ']",,
"['FordTransit custom2.0TREND', '', '                              38 490 €  ']",,
"['Peugeot1081.0ACTIVE', '', '                              12 380 €  ']", 05.09.2023 ALLEMAGNEDétail,ESSENCE18 500 Km2019MANUELLE17438DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['MiniMiniCooper', '', '                              7 000 €  ']",,
"['FordFocus swSt', '', '                              26 700 €  ']",,
"['FordFocus swSt', '', '                              44 890 €  ']",,
"['FordFocus societe', '', '                              44 890 €  ']",,
"['JeepCommanderV6 3.0prix initial : 12 500', '', '                              10 000 €  ']",,
"['RenaultClio1.2LIMITED', '', '                              11 980 €  ']",,
"['OpelCrossland x1.2ULTIMATEprix initial : 21 990', '', '                              21 900 €  ']",,
"['VolkswagenJettaprix initial : 12 500', '', '                              8 000 €  ']",,
"['OpelAstra1.0EDITIONprix initial : 13 900', '', '                              13 490 €  ']",,
"['MercedesClasse clsCls 400EDITION 14MATIC', '', '                              47 600 €  ']",,
"['FordEcosport1.0COOL', '', '                              14 990 €  ']",,
"['VolkswagenTransporterT4', '', '                              11 111 €  ']",,
"['OpelKadettprix initial : 6 700', '', '                              6 400 €  ']",,
"['Mazda2prix initial : 3 700', '', '                              3 450 €  ']",,
"['NissanLeafN CONNECTA', '', '                              31 480 €  ']",,
"['AudiA5V6 2.7', '', '                              12 000 €  ']",,
"['VolkswagenT-roc1.0', '', '                              18 490 €  ']",,
"['OpelCorsa1.2ELEGANCEprix initial : 15 950', '', '                              16 400 €  ']",,
"['VolkswagenLupo', '', '                              1 899 €  ']",,
"['NissanJuke1.6N CONNECTA', '', '                              27 780 €  ']",,
"['NissanTownstarTEKNA', '', '                              28 980 €  ']",,
"['OpelAstra1.4INNOVATION', '', '                              17 650 €  ']",,
"['OpelInsignia1.6EDITION', '', '                              19 700 €  ']",,
"['VolkswagenGolf2.0prix initial : 1 800', '', '                              1 600 €  ']",,
"['MercedesClasse aA 1801.3AMBIENTE', '', '                              24 990 €  ']", 24.10.2023 ALLEMAGNEDétail,ESSENCE71 000 Km2020AUTOMATIQUE17438DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['OpelVectra2.2COSMO', '', '                              1 400 €  ']",,
"['MercedesClasse eE 200', '', '                              5 100 €  ']",,
"['OpelAstra cabrio1.8EDITION', '', '                              2 400 €  ']",,
"['MitsubishiColt', '', '                              1 800 €  ']",,
"['SkodaFabia combi1.2COOL EDITION', '', '                              4 199 €  ']",,
"['KiaCarens2.0', '', '                              5 200 €  ']",,
"['Peugeot30081.2ALLURE', '', '                              23 680 €  ']",,
"['MercedesClasse eE 240prix initial : 6 000', '', '                              5 800 €  ']",,
"['MercedesClasse mMl 250', '', '                              16 900 €  ']",,
"['MercedesClasse cC 180', '', '                              4 900 €  ']",,
"['Nissan370zV6 3.7', '', '                              29 900 €  ']",,
"['NissanX-trail2.0N CONNECTA', '', '                              19 980 €  ']",,
"['NissanX-trail1.6N CONNECTA', '', '                              18 980 €  ']",,
"['OpelCorsa1.2ELEGANCEprix initial : 20 900', '', '                              20 950 €  ']",,
"['MercedesClasse c', '', '                              11 500 €  ']",,
"['FordEcosport1.0ST LINE', '', '                              19 190 €  ']",,
"['OpelGrandland x1.2ELEGANCE', '', '                              28 950 €  ']",,
"['FordFiesta1.0ACTIVE', '', '                              17 100 €  ']",,
"['MercedesClasse aA 1801.3', '', '                              29 900 €  ']",,
"['MercedesCitanprix initial : 9 999', '', '                              8 700 €  ']",,
"['VolkswagenGolf sw2.0CONFORTLINEprix initial : 4 000', '', '                              3 400 €  ']",,
"['VolkswagenGolf sw2.0prix initial : 4 000', '', '                              3 500 €  ']",,
"['KiaCarens2.0', '', '                              5 100 €  ']",,
"['NissanQashqai1.2ACENTA', '', '                              13 280 €  ']",,
"['OpelGrandland xHybrid41.6', '', '                              52 895 €  ']", 16.11.2023 ALLEMAGNEDétail,HYBRIDE1 000 Km2023AUTOMATIQUE17438DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['VolkswagenGolf2.0', '', '                              3 500 €  ']",,
"['FordKuga1.5COOL', '', '                              16 990 €  ']",,
"['Mc larenMp4-12cV8 3.8', '', '                              109 990 €  ']",,
"['MercedesClasse a', '', '                              1 400 €  ']",,
"['MercedesClasse a1.3', '', '                              29 900 €  ']",,
"['MercedesClasse b', '', '                              36 690 €  ']",,
"['MercedesClasse a2.04MATIC', '', '                              65 900 €  ']",,
"['AudiA6 avantQUATTRO', '', '                              4 300 €  ']",,
"['VolkswagenGolf', '', '                              7 900 €  ']",,
"['MercedesClasse a1.6', '', '                              1 400 €  ']",,
"['HyundaiVeloster1.6', '', '                              11 800 €  ']",,
"['VolkswagenJetta1.6prix initial : 8 000', '', '                              5 500 €  ']",,
"['HyundaiI30prix initial : 9 950', '', '                              8 500 €  ']",,
"['Land roverFreelanderTd42.2HSEAWDprix initial : 12 000', '', '                              11 000 €  ']",,
"['OpelKarl1.0EDITIONprix initial : 8 600', '', '                              7 600 €  ']",,
"['HyundaiKona1.6PREMIUMprix initial : 22 900', '', '                              20 500 €  ']",,
"['VolkswagenGolf sw1.6CONFORTLINE', '', '                              11 590 €  ']",,
"['VolkswagenGolf swGtdprix initial : 19 900', '', '                              19 800 €  ']",,
"['VolkswagenGolf cabriolet1.6LOUNGE', '', '                              12 590 €  ']",,
"['FordFiesta1.0SYNC EDITIONprix initial : 7 950', '', '                              7 550 €  ']",,
"['OpelVectraprix initial : 1 800', '', '                              1 550 €  ']",,
"['VolkswagenPassat ccV6 3.64MOTIONprix initial : 10 800', '', '                              10 500 €  ']",,
"['AudiA1 sportbackSPORTprix initial : 14 900', '', '                              14 400 €  ']",,
"['AudiA1 sportback1.4SPORTprix initial : 14 900', '', '                              14 400 €  ']",,
"['MitsubishiPajero1.8', '', '                              6 250 €  ']", 08.11.2023 ALLEMAGNEDétail,ESSENCE109 759 Km2005MANUELLE17440DEVIS ASSURANCEVENDEZ
"['BmwSerie 5 touring528prix initial : 2 500', '', '                              2 300 €  ']",,
"['MercedesCitanprix initial : 9 999', '', '                              8 999 €  ']",,
"['VolkswagenTransporterT4', '', '                              20 000 €  ']",,
"['FordF250', '', '                              15 000 €  ']",,
"['MgZrprix initial : 3 450', '', '                              1 690 €  ']",,
"['DaciaLoganprix initial : 6 850', '', '                              4 900 €  ']",,
"['VolkswagenGolf1.4', '', '                              2 150 €  ']",,
"['VolkswagenGolfR2.04MOTIONprix initial : 17 000', '', '                              16 399 €  ']",,
"['VolkswagenGolfR32', '', '                              15 000 €  ']",,
"['VolkswagenTouran2.0prix initial : 6 900', '', '                              6 500 €  ']",,
"['NissanNavara', '', '                              28 500 €  ']",,
"['SkodaFabia combi1.4', '', '                              4 500 €  ']",,
"['HummerH2 sut', '', '                              45 900 €  ']",,
"['SkodaSuperb2.0', '', '                              12 500 €  ']",,
"['Fiat500c0.9STARTprix initial : 10 300', '', '                              9 900 €  ']",,
"['VolkswagenTransporterT52.0prix initial : 29 800', '', '                              27 800 €  ']",,
"['MercedesClasse e breakE 350 eprix initial : 29 999', '', '                              27 500 €  ']",,
"['OpelAstra cabrio2.2', '', '                              3 500 €  ']",,
"['MercedesSprinterprix initial : 14 950', '', '                              14 000 €  ']",,
"['Porsche911 targaprix initial : 52 900', '', '                              48 900 €  ']",,
"['VolkswagenGolf sw1.9TRENDLINEprix initial : 1 399', '', '                              889 €  ']",,
"['MitsubishiOutlander2.3', '', '                              16 990 €  ']",,
"['VolkswagenTransporterT52.5prix initial : 12 555', '', '                              12 000 €  ']",,
"['VolkswagenTransporterT52.0prix initial : 28 600', '', '                              27 500 €  ']",,
"['MiniMiniOneprix initial : 13 900', '', '                              12 900 €  ']", 27.09.2023 ALLEMAGNEDétail,ESSENCE111 000 Km2014MANUELLE17509DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['MercedesClasse glaGla 250AMG LINE4MATICprix initial : 26 000', '', '                              25 000 €  ']",,
"['FordRanchero', '', '                              18 900 €  ']",,
"['MercedesSprinter3132.1prix initial : 14 950', '', '                              14 000 €  ']",,
"['AudiA6 allroadV6 2.5prix initial : 8 500', '', '                              7 500 €  ']",,
"['FiatPanda1.2', '', '                              3 990 €  ']",,
"['VolkswagenGolf cabrioletprix initial : 1 300', '', '                              1 250 €  ']",,
"['FiatPanda', '', '                              3 990 €  ']",,
"['MercedesCitanprix initial : 9 999', '', '                              9 250 €  ']",,
"['OpelCorsa', '', '                              1 600 €  ']",,
"['SeatAlhambra2.0prix initial : 19 999', '', '                              16 000 €  ']",,
"['MercedesClasse slkSlk 230prix initial : 1 999', '', '                              1 799 €  ']",,
"['VolkswagenCaddy1.9prix initial : 2 550', '', '                              2 300 €  ']",,
"['VolkswagenPolo1.2CONFORTLINE', '', '                              2 000 €  ']",,
"['VolkswagenPolo1.0HIGHLINE', '', '                              14 250 €  ']",,
"['RenaultKadjar1.3LIMITED', '', '                              12 500 €  ']",,
"['SuzukiSamurai', '', '                              3 500 €  ']",,
"['Peugeot206', '', '                              2 200 €  ']",,
"['BmwSerie 3325prix initial : 5 800', '', '                              4 499 €  ']",,
"['SeatAltea1.6REFERENCEprix initial : 5 000', '', '                              4 750 €  ']",,
"['VolvoXc60D52.4MOMENTUMAWDprix initial : 10 000', '', '                              9 750 €  ']",,
"['NissanMicra1.2prix initial : 3 400', '', '                              3 100 €  ']",,
"['AudiA4 cabrioletV6 2.5prix initial : 4 799', '', '                              3 990 €  ']",,
"['SkodaOctavia combiRs', '', '                              17 500 €  ']",,
"['CitroenC5 tourer2.0SELECTIONprix initial : 14 490', '', '                              11 990 €  ']",,
